Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),pH,Recommended Fertilizer,Conductivity (us/cm),Temperature Soil (°C),Humidity (%RH),Salinity (mg/L),TDS (mg/L),Conductivity factor,Salinity factor,feels_like,temp,temp_min,temp_max,pressure,humidity
12.17,7.87,243.19,7.58,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.5490001560694748,16.369300151792004,72.78283763928565,158.8940724208172,334.73644720835165,5.707588822922074,8.71197398441507,21.48473302206896,28.116324821904332,19.01930913609242,32.20879865989972,1006.8314881749552,51.5793072412821
86.81,60.88,57.01,7.19,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.376536879102146,29.44833809160917,76.00817505559966,180.08929916056786,288.63047542006336,6.503088118911831,0.3513249210374142,24.513354980241456,23.777874384057125,23.774608626303802,36.24477747614387,1012.4722038362839,95.61816728083454
130.33,62.85,223.76,5.46,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",1.8640419732898375,27.191993508862538,73.43465798974852,49.20340649710057,211.99163746411367,4.078735738443167,5.9943116714684335,20.36905325923801,34.790356135943,21.07736794878859,28.897053715962397,1017.1391321807242,82.51628431734684
42.58,28.28,254.06,5.27,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.386357185211706,24.440979572028937,60.64820807544554,50.17512132934348,396.44825971602364,4.817176041721474,1.8675921543379028,30.223780388132173,18.414813286461147,18.72688517012314,39.95686750236567,1009.9230819050399,59.04884763547449
72.88,8.52,9.37,7.74,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,1.2046369369335,16.762893701656573,80.308731722544,80.38969953036258,153.7658707755897,2.634379451212831,5.640439279951357,20.327055711169724,32.35733977509619,21.960206180537924,35.62258132967922,1017.3745471531636,78.93377042861967
147.75,3.78,149.72,6.3,Evitar adubos ricos em Nitrogênio (Excesso detectado),1.9386854446896975,16.272565711277878,69.04454283155107,43.6319920125819,367.4572879697724,1.3017919126220145,4.204778824897534,22.567515109544082,32.43632607661043,24.911686261369766,29.30557199762369,1019.9134322744044,85.96008891361319
131.46,51.6,193.67,6.14,Evitar adubos ricos em Nitrogênio (Excesso detectado),0.9894778369732411,16.25251075048003,90.64505045650388,161.8879757927181,303.044151473782,4.575585615043305,2.130882440771871,22.62922455082927,21.06978086716467,16.864382621442545,36.41541853753042,1014.5492850478599,62.884144425560685
35.49,26.81,211.96,8.43,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,2.087734127169109,28.315562741374496,97.4899956645962,38.86151176733593,169.3494381179019,9.458489112521276,1.4944845017600188,24.959998087251087,24.136556247980455,19.277731337358624,27.379076579396106,1011.830247667289,54.08149910152948
105.48,31.5,81.72,8.11,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,0.7519450034435666,23.376063746037076,99.83184185369527,25.534216070285662,145.93472989568141,2.349256846138964,0.4618417116961393,33.543079711528485,33.563301058996714,18.501252591667303,39.444880057884916,1019.9389775159297,93.41362527041903
138.45,13.44,231.8,4.22,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.6764218685010746,25.5145369718868,68.82316834390248,42.74077552830967,487.78817331014756,8.097374901020777,0.229635120224503,26.286330370241732,32.84007920989894,23.791183075621646,27.411398440724625,1015.6555080407854,59.10589578443496
4.88,54.86,3.44,8.82,Enxofre Elementar (Sulfato de ferro ou enxofre elementar) - Corrigir alto pH,0.6150066050543819,21.726682829674797,79.1828055925436,186.05164878068393,358.3668965326405,4.392499864824169,8.048249141120314,18.451047465854934,19.812170303274122,19.17766782167334,29.005424052541322,1015.9631486916021,85.70434660662139
12.18,42.93,68.42,4.88,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",0.7901816012672906,24.47755818254699,67.66761140130264,37.94396137651721,245.23291855945405,4.952214177131966,3.4184526922944194,21.534066337482464,31.105507463678972,22.68273413864518,33.485979459936864,1010.4931829231531,93.54845618730428
83.87,62.22,269.7,5.4,"Calcário (Óxido de cálcio, calcário dolomítico) - Corrigir baixo pH",2.9762628550016834,29.548182400614586,77.59534193872427,111.10156220040997,239.54730661719813,8.849115180497364,7.188125065589236,18.798421435175936,19.11105779358202,16.295149212828044,36.37394793893534,1017.5616242636027,81.14832917817414
